volcano_number,volcano_name,eruption_number,eruption_category,area_of_activity,vei,start_year,start_month,start_day,evidence_method_dating,end_year,end_month,end_day,latitude,longitude
266030,Soputan,22354,Confirmed Eruption,,,2020.0,3.0,23.0,Historical Observations,2020.0,4.0,2.0,1.112,124.737
343100,San Miguel,22355,Confirmed Eruption,,,2020.0,2.0,22.0,Historical Observations,2020.0,2.0,22.0,13.434,-88.269
233020,"Fournaise, Piton de la",22343,Confirmed Eruption,,,2020.0,2.0,10.0,Historical Observations,2020.0,4.0,6.0,-21.244,55.708
345020,Rincon de la Vieja,22346,Confirmed Eruption,,,2020.0,1.0,31.0,Historical Observations,2020.0,4.0,17.0,10.83,-85.324
353010,Fernandina,22347,Confirmed Eruption,,,2020.0,1.0,12.0,Historical Observations,2020.0,1.0,12.0,-0.37,-91.55
273070,Taal,22344,Confirmed Eruption,,,2020.0,1.0,12.0,Historical Observations,2020.0,1.0,22.0,14.002,120.993
282050,Kuchinoerabujima,22345,Confirmed Eruption,,,2020.0,1.0,11.0,Historical Observations,2020.0,4.0,17.0,30.443,130.217
241040,Whakaari/White Island,22338,Confirmed Eruption,1978/90 Crater Complex,2.0,2019.0,12.0,9.0,Historical Observations,2019.0,12.0,9.0,-37.52,177.18
311060,Semisopochnoi,22341,Confirmed Eruption,,,2019.0,12.0,7.0,Historical Observations,2020.0,3.0,15.0,51.93,179.58
284096,Nishinoshima,22340,Confirmed Eruption,,1.0,2019.0,12.0,5.0,Historical Observations,2020.0,4.0,17.0,27.247,140.874
311240,Cleveland,22342,Uncertain Eruption,,,2019.0,11.0,7.0,Historical Observations,2019.0,12.0,7.0,52.825,-169.944
282060,Kikai,22339,Confirmed Eruption,,,2019.0,11.0,2.0,Historical Observations,2020.0,4.0,16.0,30.793,130.305
300260,Klyuchevskoy,22335,Confirmed Eruption,,,2019.0,10.0,24.0,Historical Observations,2020.0,4.0,17.0,56.056,160.642
243070,Lateiki,22334,Confirmed Eruption,,1.0,2019.0,10.0,13.0,Historical Observations,2019.0,10.0,22.0,-19.18,-174.87
283110,Asamayama,22326,Confirmed Eruption,,,2019.0,8.0,7.0,Historical Observations,2019.0,8.0,25.0,36.406,138.523
357090,Copahue,22336,Confirmed Eruption,,,2019.0,8.0,2.0,Historical Observations,2019.0,11.0,12.0,-37.856,-71.183
263090,Tangkuban Parahu,22325,Confirmed Eruption,,,2019.0,7.0,26.0,Historical Observations,2019.0,9.0,17.0,-6.77,107.6
311360,Shishaldin,22330,Confirmed Eruption,Summit crater,,2019.0,7.0,23.0,Historical Observations,2020.0,4.0,9.0,54.756,-163.97
351020,"Ruiz, Nevado del",22329,Confirmed Eruption,,,2019.0,7.0,23.0,Historical Observations,2020.0,4.0,13.0,4.892,-75.324
311060,Semisopochnoi,22328,Confirmed Eruption,,,2019.0,7.0,16.0,Historical Observations,2019.0,8.0,24.0,51.93,179.58
252120,Ulawun,22319,Confirmed Eruption,,,2019.0,6.0,26.0,Historical Observations,2019.0,10.0,5.0,-5.05,151.33
354020,Ubinas,22324,Confirmed Eruption,,,2019.0,6.0,24.0,Historical Observations,2019.0,12.0,24.0,-16.355,-70.903
290250,Raikoke,22321,Confirmed Eruption,,,2019.0,6.0,22.0,Historical Observations,2019.0,7.0,1.0,48.292,153.25
233020,"Fournaise, Piton de la",22318,Confirmed Eruption,,,2019.0,6.0,11.0,Historical Observations,2019.0,10.0,27.0,-21.244,55.708
311120,Great Sitkin,22322,Confirmed Eruption,,,2019.0,6.0,1.0,Historical Observations,2019.0,6.0,7.0,52.076,-176.13
290240,Sarychev Peak,22320,Confirmed Eruption,,2.0,2019.0,5.0,16.0,Historical Observations,2019.0,10.0,7.0,48.092,153.2
341040,Colima,22323,Confirmed Eruption,,,2019.0,5.0,11.0,Historical Observations,2019.0,7.0,12.0,19.514,-103.62
282110,Asosan,22317,Confirmed Eruption,,,2019.0,4.0,16.0,Historical Observations,2020.0,4.0,17.0,32.884,131.104
300260,Klyuchevskoy,22310,Confirmed Eruption,,,2019.0,4.0,9.0,Historical Observations,2019.0,7.0,2.0,56.056,160.642
352090,Sangay,22312,Confirmed Eruption,,,2019.0,3.0,26.0,Historical Observations,2020.0,4.0,17.0,-2.005,-78.341
344020,San Cristobal,22311,Confirmed Eruption,,,2019.0,3.0,4.0,Historical Observations,2019.0,3.0,4.0,12.702,-87.004
233020,"Fournaise, Piton de la",22307,Confirmed Eruption,,,2019.0,2.0,18.0,Historical Observations,2019.0,3.0,10.0,-21.244,55.708
263310,Tengger Caldera,22306,Confirmed Eruption,Bromo,2.0,2019.0,2.0,18.0,Historical Observations,2019.0,7.0,28.0,-7.942,112.95
300130,Karymsky,22309,Confirmed Eruption,,,2019.0,2.0,16.0,Historical Observations,2019.0,9.0,24.0,54.049,159.443
345040,Poas,22303,Confirmed Eruption,,,2019.0,2.0,7.0,Historical Observations,2019.0,9.0,30.0,10.2,-84.233
261080,Sinabung,22316,Confirmed Eruption,,,2019.0,2.0,6.0,Historical Observations,2019.0,6.0,9.0,3.17,98.392
256010,Tinakula,22313,Confirmed Eruption,,2.0,2018.0,12.0,8.0,Historical Observations,2020.0,4.0,11.0,-10.386,165.804
267020,Karangetang,22294,Confirmed Eruption,,2.0,2018.0,11.0,25.0,Historical Observations,2020.0,4.0,17.0,2.781,125.407
357040,Planchon-Peteroa,22297,Confirmed Eruption,,1.0,2018.0,11.0,7.0,Historical Observations,2019.0,5.0,7.0,-35.223,-70.568
351020,"Ruiz, Nevado del",22298,Uncertain Eruption,,,2018.0,10.0,26.0,Historical Observations,2018.0,10.0,26.0,4.892,-75.324
282050,Kuchinoerabujima,22296,Confirmed Eruption,,3.0,2018.0,10.0,21.0,Historical Observations,2019.0,2.0,3.0,30.443,130.217
268060,Gamalama,22295,Confirmed Eruption,,1.0,2018.0,10.0,4.0,Historical Observations,2018.0,10.0,6.0,0.8,127.33
266030,Soputan,22293,Confirmed Eruption,,3.0,2018.0,10.0,2.0,Historical Observations,2018.0,12.0,16.0,1.112,124.737
260010,Barren Island,22292,Confirmed Eruption,,1.0,2018.0,9.0,25.0,Historical Observations,2020.0,4.0,16.0,12.278,93.858
252120,Ulawun,22286,Confirmed Eruption,,2.0,2018.0,9.0,21.0,Historical Observations,2018.0,10.0,12.0,-5.05,151.33
290200,Ketoi,22287,Uncertain Eruption,,1.0,2018.0,9.0,21.0,Historical Observations,2018.0,9.0,21.0,47.35,152.475
290240,Sarychev Peak,22288,Confirmed Eruption,,2.0,2018.0,9.0,8.0,Historical Observations,2018.0,10.0,15.0,48.092,153.2
311060,Semisopochnoi,22289,Confirmed Eruption,,1.0,2018.0,9.0,8.0,Historical Observations,2018.0,10.0,31.0,51.93,179.58
312070,Veniaminof,22290,Confirmed Eruption,,1.0,2018.0,9.0,4.0,Historical Observations,2018.0,12.0,23.0,56.17,-159.38
290390,Alaid,22281,Confirmed Eruption,,1.0,2018.0,8.0,20.0,Historical Observations,2018.0,8.0,21.0,50.861,155.565
352090,Sangay,22283,Confirmed Eruption,,2.0,2018.0,8.0,8.0,Historical Observations,2018.0,12.0,7.0,-2.005,-78.341
345020,Rincon de la Vieja,22282,Confirmed Eruption,,1.0,2018.0,7.0,28.0,Historical Observations,2019.0,6.0,11.0,10.83,-85.324
284096,Nishinoshima,22280,Confirmed Eruption,,1.0,2018.0,7.0,12.0,Historical Observations,2018.0,7.0,21.0,27.247,140.874
233005,Mayotte,22337,Confirmed Eruption,About 50 km E of the eastern tip of Mayotte Island,0.0,2018.0,7.0,3.0,Seismicity,2019.0,8.0,20.0,-12.83,45.17
353050,"Negra, Sierra",22279,Confirmed Eruption,Summit crater and NNW flank,2.0,2018.0,6.0,26.0,Historical Observations,2018.0,8.0,23.0,-0.83,-91.17
344040,Telica,22277,Confirmed Eruption,,1.0,2018.0,6.0,21.0,Historical Observations,2018.0,8.0,15.0,12.606,-86.84
262000,Krakatau,22275,Confirmed Eruption,,3.0,2018.0,6.0,18.0,Historical Observations,2020.0,4.0,17.0,-6.102,105.423
353010,Fernandina,22278,Confirmed Eruption,,1.0,2018.0,6.0,16.0,Historical Observations,2018.0,6.0,21.0,-0.37,-91.55
311120,Great Sitkin,22276,Confirmed Eruption,,1.0,2018.0,6.0,10.0,Historical Observations,2018.0,8.0,11.0,52.076,-176.13
252120,Ulawun,22285,Confirmed Eruption,,1.0,2018.0,6.0,8.0,Historical Observations,2018.0,6.0,8.0,-5.05,151.33
263250,Merapi,22264,Confirmed Eruption,,3.0,2018.0,5.0,11.0,Historical Observations,2020.0,4.0,17.0,-7.54,110.446
300130,Karymsky,22265,Confirmed Eruption,,3.0,2018.0,4.0,28.0,Historical Observations,2018.0,9.0,30.0,54.049,159.443
261140,Marapi,22262,Confirmed Eruption,Verbeek Crater,2.0,2018.0,4.0,27.0,Historical Observations,2018.0,5.0,2.0,-0.38,100.474
344020,San Cristobal,22266,Confirmed Eruption,,1.0,2018.0,4.0,22.0,Historical Observations,2018.0,4.0,22.0,12.702,-87.004
261170,Kerinci,22274,Confirmed Eruption,,1.0,2018.0,4.0,21.0,Historical Observations,2020.0,4.0,17.0,-1.697,101.264
223020,Nyamuragira,22315,Confirmed Eruption,Summit caldera,0.0,2018.0,4.0,18.0,Historical Observations,2020.0,4.0,7.0,-1.408,29.2
233020,"Fournaise, Piton de la",22261,Confirmed Eruption,,0.0,2018.0,4.0,3.0,Historical Observations,2018.0,11.0,1.0,-21.244,55.708
263200,Dieng Volcanic Complex,22263,Confirmed Eruption,Sileri Crater,1.0,2018.0,4.0,1.0,Historical Observations,2018.0,4.0,1.0,-7.2,109.879
282090,Kirishimayama,22257,Confirmed Eruption,Shinmoedake,3.0,2018.0,3.0,1.0,Historical Observations,2018.0,6.0,27.0,31.934,130.862
352090,Sangay,22259,Confirmed Eruption,Summit crater,1.0,2018.0,2.0,25.0,Historical Observations,2018.0,2.0,25.0,-2.005,-78.341
267020,Karangetang,22256,Confirmed Eruption,,1.0,2018.0,2.0,2.0,Historical Observations,2018.0,2.0,2.0,2.781,125.407
283120,Kusatsu-Shiranesan,22258,Confirmed Eruption,Motoshiranesan,1.0,2018.0,1.0,23.0,Historical Observations,2018.0,1.0,23.0,36.618,138.528
343100,San Miguel,22251,Confirmed Eruption,,1.0,2018.0,1.0,14.0,Historical Observations,2018.0,5.0,30.0,13.434,-88.269
273030,Mayon,22250,Confirmed Eruption,,2.0,2018.0,1.0,13.0,Historical Observations,2019.0,10.0,12.0,13.257,123.685
251002,Kadovar,22246,Confirmed Eruption,,2.0,2018.0,1.0,5.0,Historical Observations,2020.0,4.0,17.0,-3.608,144.588
351020,"Ruiz, Nevado del",22348,Uncertain Eruption,,,2017.0,12.0,18.0,Historical Observations,2017.0,12.0,18.0,4.892,-75.324
272020,Kanlaon,22249,Confirmed Eruption,,2.0,2017.0,12.0,9.0,Historical Observations,2017.0,12.0,9.0,10.412,123.132
264020,Agung,22241,Confirmed Eruption,Summit crater,3.0,2017.0,11.0,21.0,Historical Observations,2019.0,6.0,13.0,-8.343,115.508
261230,Dempo,22248,Confirmed Eruption,,1.0,2017.0,11.0,9.0,Historical Observations,2017.0,11.0,9.0,-4.016,103.121
256010,Tinakula,22239,Confirmed Eruption,,3.0,2017.0,10.0,21.0,Historical Observations,2017.0,10.0,26.0,-10.386,165.804
290240,Sarychev Peak,22308,Confirmed Eruption,,2.0,2017.0,10.0,12.0,Historical Observations,2017.0,11.0,13.0,48.092,153.2
282090,Kirishimayama,22242,Confirmed Eruption,Shinmoedake,2.0,2017.0,10.0,11.0,Historical Observations,2017.0,10.0,17.0,31.934,130.862
257030,Ambae,22240,Confirmed Eruption,,3.0,2017.0,9.0,6.0,Historical Observations,2018.0,10.0,30.0,-15.389,167.835
353010,Fernandina,22245,Confirmed Eruption,SSW caldera rim,2.0,2017.0,9.0,4.0,Historical Observations,2017.0,9.0,7.0,-0.37,-91.55
344020,San Cristobal,22252,Confirmed Eruption,,3.0,2017.0,8.0,18.0,Historical Observations,2017.0,11.0,11.0,12.702,-87.004
261170,Kerinci,22273,Confirmed Eruption,,1.0,2017.0,8.0,13.0,Historical Observations,2017.0,8.0,13.0,-1.697,101.264
352090,Sangay,22231,Confirmed Eruption,Summit crater,2.0,2017.0,7.0,20.0,Historical Observations,2017.0,10.0,26.0,-2.005,-78.341
264050,Sangeang Api,22228,Confirmed Eruption,Summit crater,2.0,2017.0,7.0,15.0,Historical Observations,2020.0,3.0,30.0,-8.2,119.07
233020,"Fournaise, Piton de la",22224,Confirmed Eruption,,0.0,2017.0,7.0,14.0,Historical Observations,2017.0,8.0,28.0,-21.244,55.708
252120,Ulawun,22225,Confirmed Eruption,,1.0,2017.0,6.0,11.0,Historical Observations,2017.0,11.0,3.0,-5.05,151.33
273010,Bulusan,22229,Confirmed Eruption,,1.0,2017.0,6.0,5.0,Historical Observations,2017.0,6.0,5.0,12.769,124.056
261140,Marapi,22226,Confirmed Eruption,Verbeek Crater,1.0,2017.0,6.0,4.0,Historical Observations,2017.0,6.0,4.0,-0.38,100.474
300130,Karymsky,22230,Confirmed Eruption,,3.0,2017.0,6.0,4.0,Historical Observations,2018.0,1.0,27.0,54.049,159.443
357090,Copahue,22232,Confirmed Eruption,Agrio Crater,1.0,2017.0,6.0,4.0,Historical Observations,2018.0,12.0,7.0,-37.856,-71.183
345020,Rincon de la Vieja,22208,Confirmed Eruption,Crater lake,2.0,2017.0,5.0,23.0,Historical Observations,2018.0,3.0,15.0,10.83,-85.324
267020,Karangetang,22212,Uncertain Eruption,,,2017.0,5.0,10.0,Historical Observations,2017.0,5.0,10.0,2.781,125.407
263200,Dieng Volcanic Complex,22227,Confirmed Eruption,Sileri Crater,1.0,2017.0,4.0,30.0,Historical Observations,2017.0,7.0,2.0,-7.2,109.879
284096,Nishinoshima,22207,Confirmed Eruption,,2.0,2017.0,4.0,18.0,Historical Observations,2017.0,8.0,17.0,27.247,140.874
345040,Poas,22209,Confirmed Eruption,,1.0,2017.0,4.0,12.0,Historical Observations,2017.0,11.0,6.0,10.2,-84.233
222120,"Lengai, Ol Doinyo",22284,Confirmed Eruption,North Crater,0.0,2017.0,4.0,9.0,Historical Observations,2020.0,3.0,24.0,-2.764,35.914
360160,Kick 'em Jenny,22260,Confirmed Eruption,,0.0,2017.0,3.0,29.0,Hydrophonic,2017.0,3.0,29.0,12.3,-61.64
282080,Aira,22203,Confirmed Eruption,Minamidake summit crater,1.0,2017.0,3.0,25.0,Historical Observations,2020.0,4.0,17.0,31.593,130.657
300010,Kambalny,22198,Confirmed Eruption,,3.0,2017.0,3.0,24.0,Historical Observations,2017.0,4.0,10.0,51.306,156.875
264100,Ebulobo,22211,Uncertain Eruption,,,2017.0,3.0,12.0,Historical Observations,2017.0,3.0,12.0,-8.817,121.191
262000,Krakatau,22188,Confirmed Eruption,Summit crater,1.0,2017.0,2.0,19.0,Historical Observations,2017.0,2.0,19.0,-6.102,105.423
344020,San Cristobal,22269,Confirmed Eruption,,1.0,2017.0,2.0,18.0,Historical Observations,2017.0,4.0,19.0,12.702,-87.004
233020,"Fournaise, Piton de la",22184,Confirmed Eruption,,0.0,2017.0,1.0,31.0,Historical Observations,2017.0,2.0,27.0,-21.244,55.708
243030,Unnamed,22185,Confirmed Eruption,,0.0,2017.0,1.0,23.0,Historical Observations,2017.0,1.0,31.0,-20.852,-175.55
260010,Barren Island,22187,Confirmed Eruption,,2.0,2017.0,1.0,15.0,Historical Observations,2017.0,5.0,16.0,12.278,93.858
343100,San Miguel,22192,Confirmed Eruption,,1.0,2017.0,1.0,7.0,Historical Observations,2017.0,1.0,7.0,13.434,-88.269
311300,Bogoslof,22182,Confirmed Eruption,,3.0,2016.0,12.0,20.0,Historical Observations,2017.0,8.0,30.0,53.93,-168.03
290260,Chirinkotan,22175,Confirmed Eruption,,3.0,2016.0,11.0,29.0,Historical Observations,2017.0,4.0,7.0,48.98,153.48
223020,Nyamuragira,22202,Confirmed Eruption,,0.0,2016.0,11.0,27.0,Historical Observations,2017.0,5.0,2.0,-1.408,29.2
300120,Zhupanovsky,22177,Confirmed Eruption,,2.0,2016.0,11.0,20.0,Historical Observations,2016.0,11.0,20.0,53.589,159.15
261170,Kerinci,22172,Confirmed Eruption,,1.0,2016.0,11.0,15.0,Historical Observations,2016.0,11.0,21.0,-1.697,101.264
354006,Sabancaya,22158,Confirmed Eruption,,3.0,2016.0,11.0,6.0,Historical Observations,2020.0,4.0,17.0,-15.787,-71.857
290380,Ebeko,22176,Confirmed Eruption,,2.0,2016.0,10.0,20.0,Historical Observations,2020.0,4.0,17.0,50.686,156.014
252120,Ulawun,22171,Confirmed Eruption,,1.0,2016.0,10.0,11.0,Historical Observations,2016.0,11.0,18.0,-5.05,151.33
282110,Asosan,22174,Confirmed Eruption,,3.0,2016.0,10.0,7.0,Historical Observations,2016.0,11.0,12.0,32.884,131.104
300130,Karymsky,22178,Confirmed Eruption,,2.0,2016.0,10.0,5.0,Historical Observations,2016.0,10.0,8.0,54.049,159.443
222120,"Lengai, Ol Doinyo",22305,Confirmed Eruption,North Crater,,2016.0,9.0,21.0,Historical Observations,2016.0,10.0,13.0,-2.764,35.914
241040,Whakaari/White Island,22147,Confirmed Eruption,2012 lava dome,1.0,2016.0,9.0,13.0,Historical Observations,2016.0,9.0,13.0,-37.52,177.18
354020,Ubinas,22181,Confirmed Eruption,,2.0,2016.0,9.0,13.0,Historical Observations,2017.0,3.0,2.0,-16.355,-70.903
233020,"Fournaise, Piton de la",22145,Confirmed Eruption,,0.0,2016.0,9.0,11.0,Historical Observations,2016.0,9.0,18.0,-21.244,55.708
268060,Gamalama,22150,Confirmed Eruption,,1.0,2016.0,8.0,3.0,Historical Observations,2016.0,8.0,4.0,0.8,127.33
264030,Rinjani,22149,Confirmed Eruption,Barujari Crater,2.0,2016.0,8.0,1.0,Historical Observations,2016.0,9.0,27.0,-8.42,116.47
290360,Chikurachki,22153,Confirmed Eruption,,2.0,2016.0,7.0,27.0,Historical Observations,2016.0,8.0,18.0,50.324,155.461
343100,San Miguel,22154,Confirmed Eruption,,1.0,2016.0,6.0,18.0,Historical Observations,2016.0,6.0,18.0,13.434,-88.269
273010,Bulusan,22151,Confirmed Eruption,SE vent,2.0,2016.0,6.0,10.0,Historical Observations,2017.0,3.0,2.0,12.769,124.056
345040,Poas,22156,Confirmed Eruption,,1.0,2016.0,6.0,5.0,Historical Observations,2016.0,8.0,16.0,10.2,-84.233
233020,"Fournaise, Piton de la",22144,Confirmed Eruption,Château Fort crater,0.0,2016.0,5.0,26.0,Historical Observations,2016.0,5.0,27.0,-21.244,55.708
241040,Whakaari/White Island,22121,Confirmed Eruption,,1.0,2016.0,4.0,27.0,Historical Observations,2016.0,4.0,27.0,-37.52,177.18
390080,Bristol Island,22133,Confirmed Eruption,,1.0,2016.0,4.0,24.0,Historical Observations,2016.0,7.0,19.0,-59.017,-26.533
344020,San Cristobal,22130,Confirmed Eruption,,2.0,2016.0,4.0,22.0,Historical Observations,2016.0,4.0,22.0,12.702,-87.004
311240,Cleveland,22128,Confirmed Eruption,Summit crater,2.0,2016.0,4.0,16.0,Historical Observations,2019.0,1.0,16.0,52.825,-169.944
252010,Langila,22123,Confirmed Eruption,,2.0,2016.0,4.0,2.0,Historical Observations,2018.0,10.0,30.0,-5.525,148.42
261170,Kerinci,22125,Confirmed Eruption,,2.0,2016.0,3.0,31.0,Historical Observations,2016.0,6.0,9.0,-1.697,101.264
390130,Zavodovski,22159,Confirmed Eruption,,1.0,2016.0,3.0,30.0,Historical Observations,2016.0,5.0,16.0,-56.3,-27.57
290360,Chikurachki,22127,Confirmed Eruption,,2.0,2016.0,3.0,29.0,Historical Observations,2016.0,3.0,31.0,50.324,155.461
312030,Pavlof,22129,Confirmed Eruption,,2.0,2016.0,3.0,27.0,Historical Observations,2016.0,7.0,30.0,55.417,-161.894
352090,Sangay,22237,Confirmed Eruption,Summit crater,2.0,2016.0,3.0,25.0,Historical Observations,2016.0,11.0,17.0,-2.005,-78.341
273010,Bulusan,22114,Confirmed Eruption,,2.0,2016.0,2.0,22.0,Historical Observations,2016.0,2.0,22.0,12.769,124.056
343100,San Miguel,22117,Confirmed Eruption,,1.0,2016.0,1.0,12.0,Historical Observations,2016.0,1.0,18.0,13.434,-88.269
357070,"Chillan, Nevados de",22119,Confirmed Eruption,Nicanor crater,2.0,2016.0,1.0,8.0,Historical Observations,2020.0,4.0,17.0,-36.868,-71.378
266030,Soputan,22105,Confirmed Eruption,,3.0,2016.0,1.0,2.0,Historical Observations,2016.0,2.0,7.0,1.112,124.737
344090,Momotombo,22107,Confirmed Eruption,,2.0,2015.0,12.0,1.0,Historical Observations,2016.0,4.0,7.0,12.423,-86.539
272020,Kanlaon,22106,Confirmed Eruption,,2.0,2015.0,11.0,24.0,Historical Observations,2016.0,6.0,18.0,10.412,123.132
261140,Marapi,22111,Confirmed Eruption,,1.0,2015.0,11.0,14.0,Historical Observations,2015.0,11.0,14.0,-0.38,100.474
263310,Tengger Caldera,22103,Confirmed Eruption,Bromo cone,2.0,2015.0,11.0,12.0,Historical Observations,2016.0,11.0,12.0,-7.942,112.95
355100,Lascar,22110,Confirmed Eruption,,2.0,2015.0,10.0,30.0,Historical Observations,2017.0,4.0,2.0,-23.37,-67.73
264030,Rinjani,22104,Confirmed Eruption,Barujari crater,2.0,2015.0,10.0,25.0,Historical Observations,2015.0,12.0,24.0,-8.42,116.47
344100,Masaya,22108,Confirmed Eruption,,1.0,2015.0,10.0,3.0,Historical Observations,2020.0,4.0,17.0,11.985,-86.165
290390,Alaid,21096,Confirmed Eruption,,1.0,2015.0,9.0,29.0,Historical Observations,2016.0,8.0,11.0,50.861,155.565
344040,Telica,21097,Confirmed Eruption,,2.0,2015.0,9.0,23.0,Historical Observations,2016.0,5.0,11.0,12.606,-86.84
357090,Copahue,21098,Confirmed Eruption,Agrio Crater,2.0,2015.0,9.0,18.0,Historical Observations,2016.0,12.0,30.0,-37.856,-71.183
266100,Lokon-Empung,21093,Confirmed Eruption,Tompaluan,1.0,2015.0,8.0,30.0,Historical Observations,2015.0,9.0,28.0,1.358,124.792
300260,Klyuchevskoy,21095,Confirmed Eruption,,3.0,2015.0,8.0,28.0,Historical Observations,2018.0,6.0,15.0,56.056,160.642
352050,Cotopaxi,21088,Confirmed Eruption,,2.0,2015.0,8.0,14.0,Historical Observations,2016.0,1.0,24.0,-0.677,-78.436
343100,San Miguel,22233,Confirmed Eruption,,1.0,2015.0,8.0,13.0,Historical Observations,2015.0,8.0,13.0,13.434,-88.269
360160,Kick 'em Jenny,21090,Confirmed Eruption,,0.0,2015.0,7.0,23.0,Historical Observations,2015.0,7.0,24.0,12.3,-61.64
268060,Gamalama,21087,Confirmed Eruption,,2.0,2015.0,7.0,16.0,Historical Observations,2015.0,9.0,8.0,0.8,127.33
264270,Sirung,21086,Confirmed Eruption,,1.0,2015.0,7.0,7.0,Historical Observations,2015.0,7.0,8.0,-8.508,124.13
283020,Hakoneyama,21080,Confirmed Eruption,,1.0,2015.0,6.0,29.0,Historical Observations,2015.0,7.0,1.0,35.233,139.021
354006,Sabancaya,21089,Confirmed Eruption,,1.0,2015.0,6.0,28.0,Historical Observations,2015.0,7.0,9.0,-15.787,-71.857
263170,Cereme,21079,Uncertain Eruption,,,2015.0,6.0,24.0,Historical Observations,2015.0,6.0,24.0,-6.895,108.408
222120,"Lengai, Ol Doinyo",22304,Confirmed Eruption,North Crater,0.0,2015.0,6.0,20.0,Historical Observations,2015.0,8.0,24.0,-2.764,35.914
283110,Asamayama,21081,Confirmed Eruption,,1.0,2015.0,6.0,16.0,Historical Observations,2015.0,6.0,16.0,36.406,138.523
345020,Rincon de la Vieja,22132,Confirmed Eruption,Crater lake,1.0,2015.0,6.0,16.0,Historical Observations,2016.0,5.0,1.0,10.83,-85.324
342110,Pacaya,22157,Confirmed Eruption,MacKenney Crater,1.0,2015.0,6.0,7.0,Historical Observations,2020.0,4.0,17.0,14.382,-90.601
282050,Kuchinoerabujima,21073,Confirmed Eruption,,3.0,2015.0,5.0,29.0,Historical Observations,2015.0,6.0,19.0,30.443,130.217
353020,Wolf,21075,Confirmed Eruption,,4.0,2015.0,5.0,25.0,Historical Observations,2015.0,6.0,2.0,0.02,-91.35
266100,Lokon-Empung,21071,Confirmed Eruption,Tompaluan,1.0,2015.0,5.0,20.0,Historical Observations,2015.0,5.0,27.0,1.358,124.792
344040,Telica,21074,Confirmed Eruption,,2.0,2015.0,5.0,7.0,Historical Observations,2015.0,5.0,28.0,12.606,-86.84
273010,Bulusan,21072,Confirmed Eruption,,2.0,2015.0,5.0,1.0,Historical Observations,2015.0,7.0,17.0,12.769,124.056
331021,Axial Seamount,21092,Confirmed Eruption,NE flank,0.0,2015.0,4.0,23.0,Seismicity,2015.0,5.0,24.0,45.95,-130.0
358020,Calbuco,21076,Confirmed Eruption,,4.0,2015.0,4.0,22.0,Historical Observations,2015.0,5.0,26.0,-41.33,-72.618
345070,Turrialba,20998,Confirmed Eruption,,2.0,2015.0,3.0,8.0,Historical Observations,2019.0,10.0,28.0,10.025,-83.767
344020,San Cristobal,22268,Confirmed Eruption,,2.0,2015.0,3.0,5.0,Historical Observations,2015.0,6.0,12.0,12.702,-87.004
290360,Chikurachki,20990,Confirmed Eruption,,3.0,2015.0,2.0,16.0,Historical Observations,2015.0,2.0,18.0,50.324,155.461
233020,"Fournaise, Piton de la",20982,Confirmed Eruption,,0.0,2015.0,2.0,4.0,Historical Observations,2015.0,10.0,31.0,-21.244,55.708
263340,Raung,21070,Confirmed Eruption,,3.0,2015.0,2.0,1.0,Historical Observations,2015.0,8.0,22.0,-8.119,114.056
343100,San Miguel,20994,Confirmed Eruption,,1.0,2015.0,1.0,26.0,Historical Observations,2015.0,4.0,11.0,13.434,-88.269
352090,Sangay,22236,Confirmed Eruption,Summit crater,2.0,2015.0,1.0,19.0,Historical Observations,2015.0,4.0,7.0,-2.005,-78.341
266030,Soputan,20988,Confirmed Eruption,,3.0,2015.0,1.0,6.0,Historical Observations,2015.0,3.0,7.0,1.112,124.737
300260,Klyuchevskoy,20992,Confirmed Eruption,,2.0,2015.0,1.0,1.0,Historical Observations,2015.0,5.0,10.0,56.056,160.642
243040,Hunga Tonga-Hunga Ha'apai,20983,Confirmed Eruption,,2.0,2014.0,12.0,19.0,Historical Observations,2015.0,1.0,23.0,-20.536,-175.382
268060,Gamalama,20989,Confirmed Eruption,,2.0,2014.0,12.0,18.0,Historical Observations,2014.0,12.0,25.0,0.8,127.33
290290,Sinarka,20980,Uncertain Eruption,,1.0,2014.0,12.0,3.0,Historical Observations,2014.0,12.0,3.0,48.873,154.182
357120,Villarrica,20996,Confirmed Eruption,,1.0,2014.0,12.0,2.0,Historical Observations,2020.0,4.0,13.0,-39.42,-71.93
257050,Lopevi,20986,Uncertain Eruption,,,2014.0,12.0,1.0,Historical Observations,2014.0,12.0,15.0,-16.507,168.346
384010,Fogo,20977,Confirmed Eruption,WSW base of Pico,3.0,2014.0,11.0,23.0,Historical Observations,2015.0,2.0,8.0,14.95,-24.35
290260,Chirinkotan,22223,Confirmed Eruption,,2.0,2014.0,11.0,21.0,Historical Observations,2015.0,8.0,10.0,48.98,153.48
351020,"Ruiz, Nevado del",20995,Confirmed Eruption,,2.0,2014.0,11.0,18.0,Historical Observations,2017.0,5.0,29.0,4.892,-75.324
390090,Saunders,22271,Confirmed Eruption,Summit crater,1.0,2014.0,11.0,12.0,Historical Observations,2020.0,1.0,28.0,-57.8,-26.483
312030,Pavlof,20975,Confirmed Eruption,,1.0,2014.0,11.0,12.0,Historical Observations,2014.0,11.0,15.0,55.417,-161.894
