Year,Month,SSN,Deviation,Date,Monthly Anomaly,CO2,Volcanic Activity,volcano_name,eruption_number,eruption_category
1750,2,75.9,27.7,1750-02-01,-1.261,277.0322079539083,1,Huanquihue Group,12087,Confirmed Eruption
1750,2,75.9,27.7,1750-02-01,-1.261,277.0322079539083,1,Antuco,11995,Confirmed Eruption
1750,2,75.9,27.7,1750-02-01,-1.261,277.0322079539083,1,Copahue,12001,Confirmed Eruption
1750,2,75.9,27.7,1750-02-01,-1.261,277.0322079539083,1,Bardarbunga,12877,Confirmed Eruption
1750,2,75.9,27.7,1750-02-01,-1.261,277.0322079539083,1,Haleakala,10296,Confirmed Eruption
1750,2,75.9,27.7,1750-02-01,-1.261,277.0322079539083,1,Kilauea,10058,Confirmed Eruption
1750,2,75.9,27.7,1750-02-01,-1.261,277.0322079539083,1,Mauna Loa,10187,Confirmed Eruption
1750,2,75.9,27.7,1750-02-01,-1.261,277.0322079539083,1,Gorely,19012,Confirmed Eruption
1750,2,75.9,27.7,1750-02-01,-1.261,277.0322079539083,1,Mutnovsky,18957,Confirmed Eruption
1750,2,75.9,27.7,1750-02-01,-1.261,277.0322079539083,1,Ksudach,18940,Confirmed Eruption
1750,2,75.9,27.7,1750-02-01,-1.261,277.0322079539083,1,"Tair, Jebel at",13919,Confirmed Eruption
1750,3,89.2,30.2,1750-03-01,0.225,277.04270604515,1,Cotopaxi,11551,Confirmed Eruption
1750,3,89.2,30.2,1750-03-01,0.225,277.04270604515,1,Arenal,11131,Confirmed Eruption
1750,3,89.2,30.2,1750-03-01,0.225,277.04270604515,1,Sabancaya,11745,Confirmed Eruption
1750,3,89.2,30.2,1750-03-01,0.225,277.04270604515,1,Huanquihue Group,12087,Confirmed Eruption
1750,3,89.2,30.2,1750-03-01,0.225,277.04270604515,1,Antuco,11995,Confirmed Eruption
1750,3,89.2,30.2,1750-03-01,0.225,277.04270604515,1,Copahue,12001,Confirmed Eruption
1750,3,89.2,30.2,1750-03-01,0.225,277.04270604515,1,Bardarbunga,12877,Confirmed Eruption
1750,3,89.2,30.2,1750-03-01,0.225,277.04270604515,1,Haleakala,10296,Confirmed Eruption
1750,3,89.2,30.2,1750-03-01,0.225,277.04270604515,1,Kilauea,10058,Confirmed Eruption
1750,3,89.2,30.2,1750-03-01,0.225,277.04270604515,1,Mauna Loa,10187,Confirmed Eruption
1750,3,89.2,30.2,1750-03-01,0.225,277.04270604515,1,Gorely,19012,Confirmed Eruption
1750,3,89.2,30.2,1750-03-01,0.225,277.04270604515,1,Mutnovsky,18957,Confirmed Eruption
1750,3,89.2,30.2,1750-03-01,0.225,277.04270604515,1,Ksudach,18940,Confirmed Eruption
1750,3,89.2,30.2,1750-03-01,0.225,277.04270604515,1,"Tair, Jebel at",13919,Confirmed Eruption
1750,4,88.3,30.0,1750-04-01,0.288,277.0528075289171,1,Cotopaxi,11551,Confirmed Eruption
1750,4,88.3,30.0,1750-04-01,0.288,277.0528075289171,1,Arenal,11131,Confirmed Eruption
1750,4,88.3,30.0,1750-04-01,0.288,277.0528075289171,1,Sabancaya,11745,Confirmed Eruption
1750,4,88.3,30.0,1750-04-01,0.288,277.0528075289171,1,Huanquihue Group,12087,Confirmed Eruption
1750,4,88.3,30.0,1750-04-01,0.288,277.0528075289171,1,Antuco,11995,Confirmed Eruption
1750,4,88.3,30.0,1750-04-01,0.288,277.0528075289171,1,Copahue,12001,Confirmed Eruption
1750,4,88.3,30.0,1750-04-01,0.288,277.0528075289171,1,Bardarbunga,12877,Confirmed Eruption
1750,4,88.3,30.0,1750-04-01,0.288,277.0528075289171,1,Haleakala,10296,Confirmed Eruption
1750,4,88.3,30.0,1750-04-01,0.288,277.0528075289171,1,Kilauea,10058,Confirmed Eruption
1750,4,88.3,30.0,1750-04-01,0.288,277.0528075289171,1,Mauna Loa,10187,Confirmed Eruption
1750,4,88.3,30.0,1750-04-01,0.288,277.0528075289171,1,Gorely,19012,Confirmed Eruption
1750,4,88.3,30.0,1750-04-01,0.288,277.0528075289171,1,Mutnovsky,18957,Confirmed Eruption
1750,4,88.3,30.0,1750-04-01,0.288,277.0528075289171,1,Ksudach,18940,Confirmed Eruption
1750,4,88.3,30.0,1750-04-01,0.288,277.0528075289171,1,"Tair, Jebel at",13919,Confirmed Eruption
1750,5,90.0,30.3,1750-05-01,-0.97,277.0625178924599,1,Cotopaxi,11551,Confirmed Eruption
1750,5,90.0,30.3,1750-05-01,-0.97,277.0625178924599,1,Arenal,11131,Confirmed Eruption
1750,5,90.0,30.3,1750-05-01,-0.97,277.0625178924599,1,Sabancaya,11745,Confirmed Eruption
1750,5,90.0,30.3,1750-05-01,-0.97,277.0625178924599,1,Huanquihue Group,12087,Confirmed Eruption
1750,5,90.0,30.3,1750-05-01,-0.97,277.0625178924599,1,Antuco,11995,Confirmed Eruption
1750,5,90.0,30.3,1750-05-01,-0.97,277.0625178924599,1,Copahue,12001,Confirmed Eruption
1750,5,90.0,30.3,1750-05-01,-0.97,277.0625178924599,1,Bardarbunga,12877,Confirmed Eruption
1750,5,90.0,30.3,1750-05-01,-0.97,277.0625178924599,1,Haleakala,10296,Confirmed Eruption
1750,5,90.0,30.3,1750-05-01,-0.97,277.0625178924599,1,Kilauea,10058,Confirmed Eruption
1750,5,90.0,30.3,1750-05-01,-0.97,277.0625178924599,1,Mauna Loa,10187,Confirmed Eruption
1750,5,90.0,30.3,1750-05-01,-0.97,277.0625178924599,1,Gorely,19012,Confirmed Eruption
1750,5,90.0,30.3,1750-05-01,-0.97,277.0625178924599,1,Mutnovsky,18957,Confirmed Eruption
1750,5,90.0,30.3,1750-05-01,-0.97,277.0625178924599,1,Ksudach,18940,Confirmed Eruption
1750,5,90.0,30.3,1750-05-01,-0.97,277.0625178924599,1,"Tair, Jebel at",13919,Confirmed Eruption
1750,6,100.0,32.0,1750-06-01,-0.573,277.0718426230286,1,Cotopaxi,11551,Confirmed Eruption
1750,6,100.0,32.0,1750-06-01,-0.573,277.0718426230286,1,Arenal,11131,Confirmed Eruption
1750,6,100.0,32.0,1750-06-01,-0.573,277.0718426230286,1,Sabancaya,11745,Confirmed Eruption
1750,6,100.0,32.0,1750-06-01,-0.573,277.0718426230286,1,Huanquihue Group,12087,Confirmed Eruption
1750,6,100.0,32.0,1750-06-01,-0.573,277.0718426230286,1,Antuco,11995,Confirmed Eruption
1750,6,100.0,32.0,1750-06-01,-0.573,277.0718426230286,1,Copahue,12001,Confirmed Eruption
1750,6,100.0,32.0,1750-06-01,-0.573,277.0718426230286,1,Bardarbunga,12877,Confirmed Eruption
1750,6,100.0,32.0,1750-06-01,-0.573,277.0718426230286,1,Haleakala,10296,Confirmed Eruption
1750,6,100.0,32.0,1750-06-01,-0.573,277.0718426230286,1,Kilauea,10058,Confirmed Eruption
1750,6,100.0,32.0,1750-06-01,-0.573,277.0718426230286,1,Mauna Loa,10187,Confirmed Eruption
1750,6,100.0,32.0,1750-06-01,-0.573,277.0718426230286,1,Gorely,19012,Confirmed Eruption
1750,6,100.0,32.0,1750-06-01,-0.573,277.0718426230286,1,Mutnovsky,18957,Confirmed Eruption
1750,6,100.0,32.0,1750-06-01,-0.573,277.0718426230286,1,Ksudach,18940,Confirmed Eruption
1750,6,100.0,32.0,1750-06-01,-0.573,277.0718426230286,1,"Tair, Jebel at",13919,Confirmed Eruption
1750,7,85.4,29.5,1750-07-01,0.39,277.08078720787347,1,Cotopaxi,11551,Confirmed Eruption
1750,7,85.4,29.5,1750-07-01,0.39,277.08078720787347,1,Arenal,11131,Confirmed Eruption
1750,7,85.4,29.5,1750-07-01,0.39,277.08078720787347,1,Sabancaya,11745,Confirmed Eruption
1750,7,85.4,29.5,1750-07-01,0.39,277.08078720787347,1,Huanquihue Group,12087,Confirmed Eruption
1750,7,85.4,29.5,1750-07-01,0.39,277.08078720787347,1,Antuco,11995,Confirmed Eruption
1750,7,85.4,29.5,1750-07-01,0.39,277.08078720787347,1,Copahue,12001,Confirmed Eruption
1750,7,85.4,29.5,1750-07-01,0.39,277.08078720787347,1,Bardarbunga,12877,Confirmed Eruption
1750,7,85.4,29.5,1750-07-01,0.39,277.08078720787347,1,Haleakala,10296,Confirmed Eruption
1750,7,85.4,29.5,1750-07-01,0.39,277.08078720787347,1,Kilauea,10058,Confirmed Eruption
1750,7,85.4,29.5,1750-07-01,0.39,277.08078720787347,1,Mauna Loa,10187,Confirmed Eruption
1750,7,85.4,29.5,1750-07-01,0.39,277.08078720787347,1,Gorely,19012,Confirmed Eruption
1750,7,85.4,29.5,1750-07-01,0.39,277.08078720787347,1,Mutnovsky,18957,Confirmed Eruption
1750,7,85.4,29.5,1750-07-01,0.39,277.08078720787347,1,Ksudach,18940,Confirmed Eruption
1750,7,85.4,29.5,1750-07-01,0.39,277.08078720787347,1,"Tair, Jebel at",13919,Confirmed Eruption
1750,8,103.0,32.5,1750-08-01,0.947,277.08935713424484,1,Cotopaxi,11551,Confirmed Eruption
1750,8,103.0,32.5,1750-08-01,0.947,277.08935713424484,1,Arenal,11131,Confirmed Eruption
1750,8,103.0,32.5,1750-08-01,0.947,277.08935713424484,1,Sabancaya,11745,Confirmed Eruption
1750,8,103.0,32.5,1750-08-01,0.947,277.08935713424484,1,Huanquihue Group,12087,Confirmed Eruption
1750,8,103.0,32.5,1750-08-01,0.947,277.08935713424484,1,Antuco,11995,Confirmed Eruption
1750,8,103.0,32.5,1750-08-01,0.947,277.08935713424484,1,Copahue,12001,Confirmed Eruption
1750,8,103.0,32.5,1750-08-01,0.947,277.08935713424484,1,Bardarbunga,12877,Confirmed Eruption
1750,8,103.0,32.5,1750-08-01,0.947,277.08935713424484,1,Haleakala,10296,Confirmed Eruption
1750,8,103.0,32.5,1750-08-01,0.947,277.08935713424484,1,Kilauea,10058,Confirmed Eruption
1750,8,103.0,32.5,1750-08-01,0.947,277.08935713424484,1,Mauna Loa,10187,Confirmed Eruption
1750,8,103.0,32.5,1750-08-01,0.947,277.08935713424484,1,Gorely,19012,Confirmed Eruption
1750,8,103.0,32.5,1750-08-01,0.947,277.08935713424484,1,Mutnovsky,18957,Confirmed Eruption
1750,8,103.0,32.5,1750-08-01,0.947,277.08935713424484,1,Ksudach,18940,Confirmed Eruption
1750,8,103.0,32.5,1750-08-01,0.947,277.08935713424484,1,"Tair, Jebel at",13919,Confirmed Eruption
1750,9,91.2,30.5,1750-09-01,-0.433,277.0975578893928,1,Cotopaxi,11551,Confirmed Eruption
1750,9,91.2,30.5,1750-09-01,-0.433,277.0975578893928,1,Arenal,11131,Confirmed Eruption
1750,9,91.2,30.5,1750-09-01,-0.433,277.0975578893928,1,Sabancaya,11745,Confirmed Eruption
1750,9,91.2,30.5,1750-09-01,-0.433,277.0975578893928,1,Huanquihue Group,12087,Confirmed Eruption
1750,9,91.2,30.5,1750-09-01,-0.433,277.0975578893928,1,Antuco,11995,Confirmed Eruption
1750,9,91.2,30.5,1750-09-01,-0.433,277.0975578893928,1,Copahue,12001,Confirmed Eruption
1750,9,91.2,30.5,1750-09-01,-0.433,277.0975578893928,1,Bardarbunga,12877,Confirmed Eruption
1750,9,91.2,30.5,1750-09-01,-0.433,277.0975578893928,1,Haleakala,10296,Confirmed Eruption
1750,9,91.2,30.5,1750-09-01,-0.433,277.0975578893928,1,Kilauea,10058,Confirmed Eruption
1750,9,91.2,30.5,1750-09-01,-0.433,277.0975578893928,1,Mauna Loa,10187,Confirmed Eruption
1750,9,91.2,30.5,1750-09-01,-0.433,277.0975578893928,1,Gorely,19012,Confirmed Eruption
1750,9,91.2,30.5,1750-09-01,-0.433,277.0975578893928,1,Mutnovsky,18957,Confirmed Eruption
1750,9,91.2,30.5,1750-09-01,-0.433,277.0975578893928,1,Ksudach,18940,Confirmed Eruption
1750,9,91.2,30.5,1750-09-01,-0.433,277.0975578893928,1,"Tair, Jebel at",13919,Confirmed Eruption
1750,10,65.7,25.7,1750-10-01,-1.777,277.1053949605679,1,Cotopaxi,11551,Confirmed Eruption
1750,10,65.7,25.7,1750-10-01,-1.777,277.1053949605679,1,Arenal,11131,Confirmed Eruption
1750,10,65.7,25.7,1750-10-01,-1.777,277.1053949605679,1,Sabancaya,11745,Confirmed Eruption
1750,10,65.7,25.7,1750-10-01,-1.777,277.1053949605679,1,Huanquihue Group,12087,Confirmed Eruption
1750,10,65.7,25.7,1750-10-01,-1.777,277.1053949605679,1,Antuco,11995,Confirmed Eruption
1750,10,65.7,25.7,1750-10-01,-1.777,277.1053949605679,1,Copahue,12001,Confirmed Eruption
1750,10,65.7,25.7,1750-10-01,-1.777,277.1053949605679,1,Bardarbunga,12877,Confirmed Eruption
1750,10,65.7,25.7,1750-10-01,-1.777,277.1053949605679,1,Haleakala,10296,Confirmed Eruption
1750,10,65.7,25.7,1750-10-01,-1.777,277.1053949605679,1,Kilauea,10058,Confirmed Eruption
1750,10,65.7,25.7,1750-10-01,-1.777,277.1053949605679,1,Mauna Loa,10187,Confirmed Eruption
1750,10,65.7,25.7,1750-10-01,-1.777,277.1053949605679,1,Gorely,19012,Confirmed Eruption
1750,10,65.7,25.7,1750-10-01,-1.777,277.1053949605679,1,Mutnovsky,18957,Confirmed Eruption
1750,10,65.7,25.7,1750-10-01,-1.777,277.1053949605679,1,Ksudach,18940,Confirmed Eruption
1750,10,65.7,25.7,1750-10-01,-1.777,277.1053949605679,1,"Tair, Jebel at",13919,Confirmed Eruption
1750,11,63.3,25.3,1750-11-01,-3.979,277.11287383502014,1,Cotopaxi,11551,Confirmed Eruption
1750,11,63.3,25.3,1750-11-01,-3.979,277.11287383502014,1,Arenal,11131,Confirmed Eruption
1750,11,63.3,25.3,1750-11-01,-3.979,277.11287383502014,1,Sabancaya,11745,Confirmed Eruption
1750,11,63.3,25.3,1750-11-01,-3.979,277.11287383502014,1,Huanquihue Group,12087,Confirmed Eruption
1750,11,63.3,25.3,1750-11-01,-3.979,277.11287383502014,1,Antuco,11995,Confirmed Eruption
1750,11,63.3,25.3,1750-11-01,-3.979,277.11287383502014,1,Copahue,12001,Confirmed Eruption
1750,11,63.3,25.3,1750-11-01,-3.979,277.11287383502014,1,Bardarbunga,12877,Confirmed Eruption
1750,11,63.3,25.3,1750-11-01,-3.979,277.11287383502014,1,Haleakala,10296,Confirmed Eruption
1750,11,63.3,25.3,1750-11-01,-3.979,277.11287383502014,1,Kilauea,10058,Confirmed Eruption
1750,11,63.3,25.3,1750-11-01,-3.979,277.11287383502014,1,Mauna Loa,10187,Confirmed Eruption
1750,11,63.3,25.3,1750-11-01,-3.979,277.11287383502014,1,Gorely,19012,Confirmed Eruption
1750,11,63.3,25.3,1750-11-01,-3.979,277.11287383502014,1,Mutnovsky,18957,Confirmed Eruption
1750,11,63.3,25.3,1750-11-01,-3.979,277.11287383502014,1,Ksudach,18940,Confirmed Eruption
1750,11,63.3,25.3,1750-11-01,-3.979,277.11287383502014,1,"Tair, Jebel at",13919,Confirmed Eruption
1750,12,75.4,27.7,1750-12-01,-2.385,277.11999999999995,1,Cotopaxi,11551,Confirmed Eruption
1750,12,75.4,27.7,1750-12-01,-2.385,277.11999999999995,1,Arenal,11131,Confirmed Eruption
1750,12,75.4,27.7,1750-12-01,-2.385,277.11999999999995,1,Sabancaya,11745,Confirmed Eruption
1750,12,75.4,27.7,1750-12-01,-2.385,277.11999999999995,1,Huanquihue Group,12087,Confirmed Eruption
1750,12,75.4,27.7,1750-12-01,-2.385,277.11999999999995,1,Antuco,11995,Confirmed Eruption
1750,12,75.4,27.7,1750-12-01,-2.385,277.11999999999995,1,Copahue,12001,Confirmed Eruption
1750,12,75.4,27.7,1750-12-01,-2.385,277.11999999999995,1,Bardarbunga,12877,Confirmed Eruption
1750,12,75.4,27.7,1750-12-01,-2.385,277.11999999999995,1,Haleakala,10296,Confirmed Eruption
1750,12,75.4,27.7,1750-12-01,-2.385,277.11999999999995,1,Kilauea,10058,Confirmed Eruption
1750,12,75.4,27.7,1750-12-01,-2.385,277.11999999999995,1,Mauna Loa,10187,Confirmed Eruption
1750,12,75.4,27.7,1750-12-01,-2.385,277.11999999999995,1,Gorely,19012,Confirmed Eruption
1750,12,75.4,27.7,1750-12-01,-2.385,277.11999999999995,1,Mutnovsky,18957,Confirmed Eruption
1750,12,75.4,27.7,1750-12-01,-2.385,277.11999999999995,1,Ksudach,18940,Confirmed Eruption
1750,12,75.4,27.7,1750-12-01,-2.385,277.11999999999995,1,"Tair, Jebel at",13919,Confirmed Eruption
1751,1,70.0,26.6,1751-01-01,-1.157,277.1267789427575,1,Callaqui,19914,Confirmed Eruption
1751,1,70.0,26.6,1751-01-01,-1.157,277.1267789427575,1,Tromen,11961,Confirmed Eruption
1751,1,70.0,26.6,1751-01-01,-1.157,277.1267789427575,1,Llaima,12024,Confirmed Eruption
1751,1,70.0,26.6,1751-01-01,-1.157,277.1267789427575,1,Villarrica,12113,Confirmed Eruption
1751,1,70.0,26.6,1751-01-01,-1.157,277.1267789427575,1,Planchon-Peteroa,11929,Confirmed Eruption
1751,1,70.0,26.6,1751-01-01,-1.157,277.1267789427575,1,"Fournaise, Piton de la",14231,Confirmed Eruption
1751,1,70.0,26.6,1751-01-01,-1.157,277.1267789427575,1,Fuego,10696,Uncertain Eruption
1751,2,43.5,20.8,1751-02-01,-2.982,277.1332161505431,1,Callaqui,19914,Confirmed Eruption
1751,2,43.5,20.8,1751-02-01,-2.982,277.1332161505431,1,Tromen,11961,Confirmed Eruption
1751,2,43.5,20.8,1751-02-01,-2.982,277.1332161505431,1,Llaima,12024,Confirmed Eruption
1751,2,43.5,20.8,1751-02-01,-2.982,277.1332161505431,1,Villarrica,12113,Confirmed Eruption
1751,2,43.5,20.8,1751-02-01,-2.982,277.1332161505431,1,Planchon-Peteroa,11929,Confirmed Eruption
1751,2,43.5,20.8,1751-02-01,-2.982,277.1332161505431,1,"Fournaise, Piton de la",14231,Confirmed Eruption
1751,2,43.5,20.8,1751-02-01,-2.982,277.1332161505431,1,Fuego,10696,Uncertain Eruption
1751,3,45.3,21.2,1751-03-01,0.227,277.139317110607,1,Callaqui,19914,Confirmed Eruption
1751,3,45.3,21.2,1751-03-01,0.227,277.139317110607,1,Tromen,11961,Confirmed Eruption
1751,3,45.3,21.2,1751-03-01,0.227,277.139317110607,1,Llaima,12024,Confirmed Eruption
1751,3,45.3,21.2,1751-03-01,0.227,277.139317110607,1,Villarrica,12113,Confirmed Eruption
1751,3,45.3,21.2,1751-03-01,0.227,277.139317110607,1,Planchon-Peteroa,11929,Confirmed Eruption
1751,3,45.3,21.2,1751-03-01,0.227,277.139317110607,1,"Fournaise, Piton de la",14231,Confirmed Eruption
1751,3,45.3,21.2,1751-03-01,0.227,277.139317110607,1,Fuego,10696,Uncertain Eruption
1751,4,56.4,23.8,1751-04-01,-0.813,277.14508731019953,1,Callaqui,19914,Confirmed Eruption
1751,4,56.4,23.8,1751-04-01,-0.813,277.14508731019953,1,Tromen,11961,Confirmed Eruption
1751,4,56.4,23.8,1751-04-01,-0.813,277.14508731019953,1,Llaima,12024,Confirmed Eruption
1751,4,56.4,23.8,1751-04-01,-0.813,277.14508731019953,1,Villarrica,12113,Confirmed Eruption
1751,4,56.4,23.8,1751-04-01,-0.813,277.14508731019953,1,Planchon-Peteroa,11929,Confirmed Eruption
1751,4,56.4,23.8,1751-04-01,-0.813,277.14508731019953,1,"Fournaise, Piton de la",14231,Confirmed Eruption
1751,4,56.4,23.8,1751-04-01,-0.813,277.14508731019953,1,Fuego,10696,Uncertain Eruption
1751,5,60.7,24.7,1751-05-01,-0.659,277.15053223657077,1,Callaqui,19914,Confirmed Eruption
1751,5,60.7,24.7,1751-05-01,-0.659,277.15053223657077,1,Tromen,11961,Confirmed Eruption
1751,5,60.7,24.7,1751-05-01,-0.659,277.15053223657077,1,Llaima,12024,Confirmed Eruption
1751,5,60.7,24.7,1751-05-01,-0.659,277.15053223657077,1,Villarrica,12113,Confirmed Eruption
1751,5,60.7,24.7,1751-05-01,-0.659,277.15053223657077,1,Planchon-Peteroa,11929,Confirmed Eruption
1751,5,60.7,24.7,1751-05-01,-0.659,277.15053223657077,1,"Fournaise, Piton de la",14231,Confirmed Eruption
1751,5,60.7,24.7,1751-05-01,-0.659,277.15053223657077,1,Fuego,10696,Uncertain Eruption
1751,6,50.7,22.5,1751-06-01,-0.959,277.15565737697125,1,Callaqui,19914,Confirmed Eruption
1751,6,50.7,22.5,1751-06-01,-0.959,277.15565737697125,1,Tromen,11961,Confirmed Eruption
1751,6,50.7,22.5,1751-06-01,-0.959,277.15565737697125,1,Llaima,12024,Confirmed Eruption
1751,6,50.7,22.5,1751-06-01,-0.959,277.15565737697125,1,Villarrica,12113,Confirmed Eruption
1751,6,50.7,22.5,1751-06-01,-0.959,277.15565737697125,1,Planchon-Peteroa,11929,Confirmed Eruption
1751,6,50.7,22.5,1751-06-01,-0.959,277.15565737697125,1,"Fournaise, Piton de la",14231,Confirmed Eruption
1751,6,50.7,22.5,1751-06-01,-0.959,277.15565737697125,1,Fuego,10696,Uncertain Eruption
1751,7,66.3,25.9,1751-07-01,1.108,277.1604682186511,1,Callaqui,19914,Confirmed Eruption
1751,7,66.3,25.9,1751-07-01,1.108,277.1604682186511,1,Tromen,11961,Confirmed Eruption
1751,7,66.3,25.9,1751-07-01,1.108,277.1604682186511,1,Llaima,12024,Confirmed Eruption
1751,7,66.3,25.9,1751-07-01,1.108,277.1604682186511,1,Villarrica,12113,Confirmed Eruption
1751,7,66.3,25.9,1751-07-01,1.108,277.1604682186511,1,Planchon-Peteroa,11929,Confirmed Eruption
1751,7,66.3,25.9,1751-07-01,1.108,277.1604682186511,1,"Fournaise, Piton de la",14231,Confirmed Eruption
1751,7,66.3,25.9,1751-07-01,1.108,277.1604682186511,1,Fuego,10696,Uncertain Eruption
1751,8,59.8,24.5,1751-08-01,0.483,277.1649702488605,1,Callaqui,19914,Confirmed Eruption
1751,8,59.8,24.5,1751-08-01,0.483,277.1649702488605,1,Tromen,11961,Confirmed Eruption
1751,8,59.8,24.5,1751-08-01,0.483,277.1649702488605,1,Llaima,12024,Confirmed Eruption
1751,8,59.8,24.5,1751-08-01,0.483,277.1649702488605,1,Villarrica,12113,Confirmed Eruption
1751,8,59.8,24.5,1751-08-01,0.483,277.1649702488605,1,Planchon-Peteroa,11929,Confirmed Eruption
1751,8,59.8,24.5,1751-08-01,0.483,277.1649702488605,1,"Fournaise, Piton de la",14231,Confirmed Eruption
1751,8,59.8,24.5,1751-08-01,0.483,277.1649702488605,1,Fuego,10696,Uncertain Eruption
1751,9,23.5,15.0,1751-09-01,-0.727,277.1691689548498,1,Callaqui,19914,Confirmed Eruption
1751,9,23.5,15.0,1751-09-01,-0.727,277.1691689548498,1,Tromen,11961,Confirmed Eruption
1751,9,23.5,15.0,1751-09-01,-0.727,277.1691689548498,1,Llaima,12024,Confirmed Eruption
1751,9,23.5,15.0,1751-09-01,-0.727,277.1691689548498,1,Villarrica,12113,Confirmed Eruption
1751,9,23.5,15.0,1751-09-01,-0.727,277.1691689548498,1,Planchon-Peteroa,11929,Confirmed Eruption
1751,9,23.5,15.0,1751-09-01,-0.727,277.1691689548498,1,"Fournaise, Piton de la",14231,Confirmed Eruption
1751,9,23.5,15.0,1751-09-01,-0.727,277.1691689548498,1,Fuego,10696,Uncertain Eruption
1751,10,23.2,14.9,1751-10-01,-2.373,277.17306982386935,1,Callaqui,19914,Confirmed Eruption
1751,10,23.2,14.9,1751-10-01,-2.373,277.17306982386935,1,Tromen,11961,Confirmed Eruption
1751,10,23.2,14.9,1751-10-01,-2.373,277.17306982386935,1,Llaima,12024,Confirmed Eruption
1751,10,23.2,14.9,1751-10-01,-2.373,277.17306982386935,1,Villarrica,12113,Confirmed Eruption
1751,10,23.2,14.9,1751-10-01,-2.373,277.17306982386935,1,Planchon-Peteroa,11929,Confirmed Eruption
1751,10,23.2,14.9,1751-10-01,-2.373,277.17306982386935,1,"Fournaise, Piton de la",14231,Confirmed Eruption
1751,10,23.2,14.9,1751-10-01,-2.373,277.17306982386935,1,Fuego,10696,Uncertain Eruption
1751,11,28.5,16.6,1751-11-01,-2.452,277.1766783431693,1,Callaqui,19914,Confirmed Eruption
1751,11,28.5,16.6,1751-11-01,-2.452,277.1766783431693,1,Tromen,11961,Confirmed Eruption
1751,11,28.5,16.6,1751-11-01,-2.452,277.1766783431693,1,Llaima,12024,Confirmed Eruption
